Lambda = 15µm. Sensibility = 1.39 µJy
Planets with contrast superior to 1.00e-04 : 153

R_J		°K		mas		FLux(mJy)	Contrast	Hi5_Hours	Names
2.63e+00	302		1.17e+01	4.90e-03	9.77e-05	8.67e+00	11Comb						RadialVelocity
1.65e+00	345		1.09e+01	6.14e-03	8.66e-05	6.91e+00	14Andb						RadialVelocity
1.16e+00	192		7.85e+01	4.00e-03	1.83e-05	1.06e+01	16CygBb						RadialVelocity
1.50e+00	1150		8.78e+02	1.25e-01	1.33e-01	3.39e-01	2MASSJ12073346-3932539b						Imaging
2.10e+00	300		2.52e+01	2.41e-02	2.43e-04	1.76e+00	30AriBb						RadialVelocity
1.88e+00	232		1.12e+01	1.91e-03	9.71e-05	2.23e+01	4UMab						RadialVelocity
1.33e+00	182		1.49e+02	9.23e-03	1.62e-05	4.60e+00	47UMab						RadialVelocity
9.19e-01	644		9.20e+00	3.12e-01	6.36e-04	1.36e-01	55Cncb						RadialVelocity
5.43e-01	444		1.93e+01	4.90e-02	9.97e-05	8.67e-01	55Cncc						RadialVelocity
5.09e-01	246		6.29e+01	6.82e-03	1.39e-05	6.23e+00	55Cncf						RadialVelocity
3.76e-01	512		2.55e+01	7.05e-02	5.76e-05	6.03e-01	61Virc						RadialVelocity
4.07e-01	345		5.59e+01	3.02e-02	2.47e-05	1.41e+00	61Vird						RadialVelocity
1.32e+00	187		9.73e+01	5.32e-03	1.06e-05	7.98e+00	7CMab						RadialVelocity
1.91e+00	361		2.66e+01	1.66e-01	4.69e-04	2.55e-01	70Virb						RadialVelocity
1.44e+00	291		1.54e+01	7.65e-03	9.78e-05	5.55e+00	91Aqrb						RadialVelocity
5.42e-01	242		2.16e+01	2.81e-03	3.05e-05	1.51e+01	BD-061339c						RadialVelocity
2.14e+00	370		1.13e+02	1.38e-01	4.13e+01	3.07e-01	CFBDSIRJ145829+101343b						Imaging
1.27e-01	266		2.40e+01	6.20e-03	1.85e-05	6.85e+00	GJ273b						RadialVelocity
9.42e-02	421		9.59e+00	1.39e-02	4.16e-05	3.05e+00	GJ273c						RadialVelocity
1.47e+00	350		2.78e+01	9.49e-02	3.64e-04	4.48e-01	GJ3021b						RadialVelocity
4.11e-01	261		9.09e+00	3.54e-03	8.44e-05	1.20e+01	GJ3293b						RadialVelocity
1.26e-01	301		1.21e+01	3.25e-03	2.54e-05	1.31e+01	GJ625b						RadialVelocity
3.20e-01	476		8.59e+00	1.52e-01	4.14e-04	2.80e-01	GJ674b						RadialVelocity
3.79e-01	238		3.61e+01	2.53e-02	5.31e-05	1.68e+00	GJ687b						RadialVelocity
1.56e-01	254		3.30e+01	4.70e-03	9.56e-06	9.03e+00	GJ832c						RadialVelocity
1.54e+00	592		1.04e+01	9.80e-01	2.13e-03	4.33e-02	GJ86b						RadialVelocity
4.07e-01	383		1.26e+01	1.93e-03	2.44e-05	2.20e+01	HD10180f						RadialVelocity
6.55e-01	351		9.90e+00	6.37e-03	1.19e-04	6.67e+00	HD101930b						RadialVelocity
3.60e-01	337		4.98e+01	1.87e-02	2.18e-05	2.27e+00	HD102365b						RadialVelocity
5.58e-01	379		1.27e+01	1.24e-02	9.69e-05	3.43e+00	HD104067b						RadialVelocity
1.98e+00	335		9.31e+00	4.53e-03	1.03e-04	9.38e+00	HD104985b						RadialVelocity
9.58e-01	203		1.16e+02	5.51e-03	1.19e-05	7.70e+00	HD10647b						RadialVelocity
1.80e+00	180		6.54e+01	3.01e-03	2.53e-05	1.41e+01	HD10697b						Transit
1.62e+00	233		5.56e+01	8.02e-03	5.15e-05	5.30e+00	HD111998b						RadialVelocity
1.38e+00	358		2.46e+01	2.00e-02	1.19e-04	2.12e+00	HD113337b						RadialVelocity
1.11e+00	384		8.70e+00	1.33e-02	3.11e-04	3.19e+00	HD114762b						RadialVelocity
1.01e+00	193		5.69e+01	3.48e-03	2.18e-05	1.22e+01	HD114783b						RadialVelocity
6.96e-01	351		1.39e+01	2.50e-03	3.96e-05	1.70e+01	HD11506c						RadialVelocity
1.83e+00	218		2.90e+01	1.88e-03	2.57e-05	2.26e+01	HD11977b						RadialVelocity
1.41e+00	232		2.59e+01	2.32e-03	5.09e-05	1.83e+01	HD125612b						RadialVelocity
1.27e+00	285		2.17e+01	8.30e-03	1.06e-04	5.12e+00	HD12661b						RadialVelocity
1.14e+00	287		3.65e+01	1.93e-02	7.80e-05	2.20e+00	HD134987b						RadialVelocity
7.50e-01	396		1.15e+01	8.32e-03	9.43e-05	5.10e+00	HD141399b						RadialVelocity
1.08e+00	308		1.90e+01	8.17e-03	9.26e-05	5.20e+00	HD141399c						RadialVelocity
2.06e+00	215		4.45e+01	8.91e-03	8.83e-05	4.77e+00	HD141937b						RadialVelocity
1.05e+00	302		3.98e+01	1.47e-02	5.62e-05	2.89e+00	HD142b						RadialVelocity
1.15e+00	264		3.04e+01	5.96e-03	6.12e-05	7.12e+00	HD142415b						RadialVelocity
4.17e-01	243		2.97e+01	5.96e-03	2.86e-05	7.12e+00	HD147379b						RadialVelocity
1.04e+00	237		1.03e+02	2.34e-02	2.95e-05	1.82e+00	HD147513b						RadialVelocity
1.37e+00	250		2.47e+01	3.07e-03	5.97e-05	1.38e+01	HD153950b						RadialVelocity
1.64e+00	337		9.11e+00	7.92e-03	2.79e-04	5.36e+00	HD154672b						RadialVelocity
1.28e+00	285		1.88e+01	2.50e-03	3.93e-05	1.70e+01	HD154857b						RadialVelocity
9.27e-01	312		1.49e+01	4.47e-03	9.14e-05	9.50e+00	HD155358b						RadialVelocity
9.16e-01	247		2.37e+01	1.90e-03	3.89e-05	2.23e+01	HD155358c						RadialVelocity
2.09e+00	329		1.40e+01	3.99e-02	5.88e-04	1.06e+00	HD156279b						RadialVelocity
2.15e+00	292		2.24e+01	1.49e-02	1.81e-04	2.86e+00	HD156846b						RadialVelocity
1.21e+00	319		1.17e+01	3.23e-03	1.09e-04	1.31e+01	HD159243c						RadialVelocity
1.00e+00	217		9.80e+01	1.06e-02	2.01e-05	4.02e+00	HD160691b						RadialVelocity
7.88e-01	277		6.03e+01	1.72e-02	3.27e-05	2.47e+00	HD160691e						RadialVelocity
6.24e-01	449		1.01e+01	8.06e-03	7.91e-05	5.27e+00	HD16141b						RadialVelocity
7.66e-01	297		1.69e+01	1.79e-03	3.50e-05	2.38e+01	HD164509b						RadialVelocity
3.36e-01	401		1.51e+01	4.61e-03	3.14e-05	9.21e+00	HD164922c						RadialVelocity
1.82e+00	352		8.50e+00	3.77e-03	1.78e-04	1.13e+01	HD1666b						RadialVelocity
1.17e+00	232		2.64e+01	1.78e-03	2.24e-05	2.39e+01	HD167042b						RadialVelocity
1.39e+00	365		2.23e+01	2.28e-02	1.34e-04	1.86e+00	HD169830b						RadialVelocity
2.74e+00	296		1.06e+01	3.51e-03	1.03e-04	1.21e+01	HD180314b						RadialVelocity
1.51e+00	230		2.86e+01	2.56e-03	4.86e-05	1.66e+01	HD183263b						RadialVelocity
3.68e-01	355		3.63e+01	2.48e-02	3.26e-05	1.71e+00	HD192310b						RadialVelocity
4.14e-01	185		1.34e+02	2.46e-03	3.23e-06	1.73e+01	HD192310c						RadialVelocity
1.31e+00	278		1.71e+01	2.46e-03	4.24e-05	1.72e+01	HD192699b						RadialVelocity
1.34e+00	202		7.18e+01	2.93e-03	1.71e-05	1.45e+01	HD196885b						RadialVelocity
1.09e+00	278		5.83e+01	1.55e-02	3.73e-05	2.74e+00	HD19994b						RadialVelocity
1.10e+00	218		3.94e+01	2.40e-03	2.77e-05	1.77e+01	HD20782b						RadialVelocity
8.06e-01	323		1.03e+01	2.30e-03	7.72e-05	1.85e+01	HD207832b						RadialVelocity
1.24e-01	660		1.99e+01	2.55e-02	1.97e-05	1.67e+00	HD20794b						RadialVelocity
1.20e-01	508		3.36e+01	1.38e-02	1.07e-05	3.08e+00	HD20794c						RadialVelocity
1.50e-01	388		5.77e+01	1.12e-02	8.66e-06	3.79e+00	HD20794d						RadialVelocity
1.50e-01	279		8.40e+01	4.07e-03	3.14e-06	1.04e+01	HD20794e						RadialVelocity
7.87e-01	393		1.19e+01	6.08e-03	8.36e-05	6.99e+00	HD208487b						RadialVelocity
1.06e+00	230		5.35e+01	7.91e-03	3.51e-05	5.37e+00	HD210277b						RadialVelocity
1.21e+00	259		2.15e+01	2.36e-03	2.95e-05	1.80e+01	HD210702b						RadialVelocity
1.61e+00	204		4.98e+01	2.88e-03	2.97e-05	1.47e+01	HD213240b						RadialVelocity
1.35e-01	782		9.98e+00	3.51e-02	2.75e-05	1.21e+00	HD219134c						RadialVelocity
1.44e-01	411		3.62e+01	1.03e-02	8.09e-06	4.12e+00	HD219134d						RadialVelocity
1.17e-01	523		2.24e+01	1.21e-02	9.46e-06	3.52e+00	HD219134f						RadialVelocity
3.17e-01	304		5.73e+01	2.08e-02	1.64e-05	2.04e+00	HD219134g						RadialVelocity
1.44e+00	325		1.18e+01	5.84e-03	1.65e-04	7.28e+00	HD220842b						RadialVelocity
1.42e+00	278		2.36e+01	4.75e-03	7.40e-05	8.94e+00	HD221287b						RadialVelocity
1.94e+00	216		3.21e+01	5.11e-03	8.87e-05	8.31e+00	HD222582b						RadialVelocity
2.34e+00	177		3.67e+01	4.90e-03	9.80e-05	8.67e+00	HD22781b						RadialVelocity
1.32e+00	208		4.61e+01	2.90e-03	3.17e-05	1.46e+01	HD23079b						RadialVelocity
1.13e+00	210		6.97e+01	8.11e-03	2.07e-05	5.24e+00	HD27442b						RadialVelocity
1.74e+00	238		2.61e+01	6.94e-03	1.13e-04	6.12e+00	HD28185b						RadialVelocity
1.09e+00	192		8.74e+01	2.32e-03	9.90e-06	1.83e+01	HD30562b						RadialVelocity
2.04e+00	294		5.24e+01	7.50e-02	1.86e-04	5.66e-01	HD33564b						RadialVelocity
4.49e-01	384		1.07e+01	1.78e-03	2.97e-05	2.39e+01	HD34445d						RadialVelocity
5.98e-01	397		2.66e+01	5.69e-02	9.68e-05	7.46e-01	HD3651b						RadialVelocity
6.83e-01	272		2.70e+01	1.97e-03	2.22e-05	2.15e+01	HD38283b						RadialVelocity
2.13e+00	149		1.86e+02	4.44e-03	1.13e-05	9.56e+00	HD39091b						RadialVelocity
