
Observation wavelength : 5.00e-07 m
Bond Albedo: 3.00e-01
The base line is: 2.00e+02 m
Flux is the thermal flux of the planet 
R flux is the reflective flux of the planet
The contrast is computed for the total flux

########################################################
HOSTS STARS

NORTHERN HEMISPHERE
Parsec			Magnitude		RA		DEC			Star
4.67e+02	Kepler-band	1.36e+01	2.95e+02	4.52e+01	Kepler-215
4.67e+02	Kepler-band	1.36e+01	2.95e+02	4.52e+01	Kepler-215
6.36e+02	Kepler-band	1.40e+01	2.95e+02	4.63e+01	Kepler-218
9.46e+02	Kepler-band	1.38e+01	2.89e+02	4.68e+01	Kepler-219
1.90e+02	Kepler-band	1.17e+01	2.89e+02	4.79e+01	Kepler-22
1.54e+02	Kepler-band	1.32e+01	2.92e+02	4.69e+01	Kepler-220
1.54e+02	Kepler-band	1.32e+01	2.92e+02	4.69e+01	Kepler-220
1.54e+02	Kepler-band	1.32e+01	2.92e+02	4.69e+01	Kepler-220
1.54e+02	Kepler-band	1.32e+01	2.92e+02	4.69e+01	Kepler-220
4.14e+02	Kepler-band	1.37e+01	2.97e+02	4.68e+01	Kepler-221
1.10e+03	Kepler-band	1.53e+01	2.92e+02	4.81e+01	Kepler-227
7.75e+02	Kepler-band	1.51e+01	2.86e+02	4.85e+01	Kepler-230
3.25e+02	Kepler-band	1.54e+01	2.94e+02	5.05e+01	Kepler-231
8.25e+02	Kepler-band	1.53e+01	2.96e+02	5.13e+01	Kepler-233
3.69e+02	Kepler-band	1.60e+01	2.86e+02	3.93e+01	Kepler-235
3.69e+02	Kepler-band	1.60e+01	2.86e+02	3.93e+01	Kepler-235
2.65e+02	Kepler-band	1.54e+01	2.84e+02	3.99e+01	Kepler-236
6.58e+02	Kepler-band	1.52e+01	2.94e+02	4.07e+01	Kepler-239
5.12e+02	Kepler-band	1.54e+01	2.93e+02	4.11e+01	Kepler-241
1.33e+02	Kepler-band	1.52e+01	2.97e+02	4.37e+01	Kepler-249
1.33e+02	Kepler-band	1.52e+01	2.97e+02	4.37e+01	Kepler-249
1.33e+02	Kepler-band	1.52e+01	2.97e+02	4.37e+01	Kepler-249
1.01e+03	Kepler-band	1.52e+01	2.97e+02	4.41e+01	Kepler-251
5.92e+02	Kepler-band	1.52e+01	2.94e+02	4.66e+01	Kepler-258
3.39e+02	Kepler-band	1.55e+01	2.85e+02	4.66e+01	Kepler-26
5.89e+02	Kepler-band	1.41e+01	2.92e+02	3.80e+01	Kepler-260
3.38e+02	Kepler-band	1.36e+01	2.91e+02	3.76e+01	Kepler-261
3.38e+02	Kepler-band	1.36e+01	2.91e+02	3.76e+01	Kepler-261
8.91e+02	Kepler-band	1.54e+01	2.92e+02	3.76e+01	Kepler-263
9.55e+02	Kepler-band	1.30e+01	2.92e+02	3.74e+01	Kepler-264
9.55e+02	Kepler-band	1.30e+01	2.92e+02	3.74e+01	Kepler-264
1.09e+03	Kepler-band	1.56e+01	2.94e+02	4.42e+01	Kepler-266
2.81e+02	Kepler-band	1.54e+01	3.00e+02	4.72e+01	Kepler-267
8.18e+02	Kepler-band	1.37e+01	2.92e+02	3.81e+01	Kepler-268
4.31e+02	Kepler-band	1.16e+01	2.90e+02	3.87e+01	Kepler-278
4.31e+02	Kepler-band	1.16e+01	2.90e+02	3.87e+01	Kepler-278
4.53e+02	Kepler-band	1.58e+01	2.94e+02	4.78e+01	Kepler-283
8.66e+02	Kepler-band	1.48e+01	2.91e+02	4.84e+01	Kepler-287
7.00e+02	Kepler-band	1.40e+01	2.97e+02	4.29e+01	Kepler-289
7.00e+02	Kepler-band	1.40e+01	2.97e+02	4.29e+01	Kepler-289
7.00e+02	Kepler-band	1.40e+01	2.97e+02	4.29e+01	Kepler-289
7.41e+02	Kepler-band	1.56e+01	2.86e+02	4.27e+01	Kepler-290
1.07e+03	Kepler-band	1.54e+01	2.86e+02	4.24e+01	Kepler-293
6.30e+02	Kepler-band	1.44e+01	2.85e+02	4.54e+01	Kepler-295
2.26e+02	Kepler-band	1.59e+01	2.87e+02	4.94e+01	Kepler-296
2.26e+02	Kepler-band	1.59e+01	2.87e+02	4.94e+01	Kepler-296
2.26e+02	Kepler-band	1.59e+01	2.87e+02	4.94e+01	Kepler-296
2.26e+02	Kepler-band	1.59e+01	2.87e+02	4.94e+01	Kepler-296
7.45e+02	Kepler-band	1.42e+01	2.83e+02	4.88e+01	Kepler-297
7.45e+02	Kepler-band	1.42e+01	2.83e+02	4.88e+01	Kepler-297
5.04e+02	Kepler-band	1.54e+01	2.83e+02	4.88e+01	Kepler-298
5.04e+02	Kepler-band	1.54e+01	2.83e+02	4.88e+01	Kepler-298
1.40e+03	Kepler-band	1.54e+01	2.85e+02	3.89e+01	Kepler-30
8.72e+02	Kepler-band	1.42e+01	2.95e+02	4.86e+01	Kepler-300
1.43e+03	Kepler-band	1.55e+01	2.94e+02	4.36e+01	Kepler-302
1.75e+02	Kepler-band	1.44e+01	2.83e+02	4.37e+01	Kepler-303
7.53e+02	Kepler-band	1.56e+01	2.89e+02	4.06e+01	Kepler-306
5.24e+02	Kepler-band	1.52e+01	2.98e+02	4.70e+01	Kepler-309
6.34e+02	Kepler-band	1.43e+01	2.89e+02	4.70e+01	Kepler-310
6.34e+02	Kepler-band	1.43e+01	2.89e+02	4.70e+01	Kepler-310
5.69e+02	Kepler-band	1.29e+01	2.98e+02	4.25e+01	Kepler-312
1.11e+03	Kepler-band	1.53e+01	2.98e+02	4.34e+01	Kepler-315
1.11e+03	Kepler-band	1.53e+01	2.98e+02	4.34e+01	Kepler-315
5.49e+02	Kepler-band	1.38e+01	2.89e+02	3.98e+01	Kepler-319
3.03e+02	V (Johnson)	1.65e+01	2.98e+02	4.66e+01	Kepler-32
3.03e+02	V (Johnson)	1.65e+01	2.98e+02	4.66e+01	Kepler-32
3.77e+02	Kepler-band	1.27e+01	2.94e+02	4.41e+01	Kepler-321
4.92e+02	Kepler-band	1.41e+01	2.86e+02	4.96e+01	Kepler-324
2.17e+02	Kepler-band	1.50e+01	2.93e+02	4.41e+01	Kepler-327
3.38e+02	Kepler-band	1.54e+01	2.99e+02	4.52e+01	Kepler-329
3.72e+02	Kepler-band	1.40e+01	2.87e+02	4.74e+01	Kepler-332
3.72e+02	Kepler-band	1.40e+01	2.87e+02	4.74e+01	Kepler-332
3.00e+02	Kepler-band	1.47e+01	2.92e+02	4.09e+01	Kepler-333
3.00e+02	Kepler-band	1.47e+01	2.92e+02	4.09e+01	Kepler-333
4.73e+02	Kepler-band	1.28e+01	2.87e+02	4.71e+01	Kepler-334
1.17e+03	Kepler-band	1.40e+01	2.96e+02	4.54e+01	Kepler-335
5.68e+02	Kepler-band	1.21e+01	2.83e+02	4.08e+01	Kepler-338
5.68e+02	Kepler-band	1.21e+01	2.83e+02	4.08e+01	Kepler-338
1.50e+03	Kepler-band	1.49e+01	2.96e+02	4.46e+01	Kepler-34
8.73e+02	Kepler-band	1.46e+01	2.90e+02	4.35e+01	Kepler-341
7.72e+02	Kepler-band	1.31e+01	2.93e+02	4.67e+01	Kepler-342
1.03e+03	Kepler-band	1.54e+01	2.92e+02	4.63e+01	Kepler-344
2.60e+02	Kepler-band	1.40e+01	2.95e+02	4.60e+01	Kepler-345
1.64e+03	Kepler-band	1.57e+01	2.94e+02	4.67e+01	Kepler-35
1.08e+03	Kepler-band	1.60e+01	2.86e+02	4.27e+01	Kepler-351
2.79e+02	Kepler-band	1.30e+01	3.00e+02	4.61e+01	Kepler-352
2.79e+02	Kepler-band	1.30e+01	3.00e+02	4.61e+01	Kepler-352
7.41e+02	Kepler-band	1.56e+01	2.91e+02	4.40e+01	Kepler-357
1.07e+03	Kepler-band	1.54e+01	2.93e+02	4.83e+01	Kepler-358
4.70e+02	Kepler-band	1.19e+01	2.91e+02	4.92e+01	Kepler-36
8.00e+02	Kepler-band	1.36e+01	2.97e+02	4.67e+01	Kepler-361
6.58e+02	Kepler-band	1.45e+01	2.92e+02	4.75e+01	Kepler-362
9.41e+02	Kepler-band	1.37e+01	2.82e+02	4.74e+01	Kepler-364
1.98e+02	Kepler-band	1.29e+01	2.97e+02	5.00e+01	Kepler-367
1.98e+02	Kepler-band	1.29e+01	2.97e+02	5.00e+01	Kepler-367
4.88e+02	Kepler-band	1.28e+01	2.92e+02	4.54e+01	Kepler-368
4.88e+02	Kepler-band	1.28e+01	2.92e+02	4.54e+01	Kepler-368
2.14e+02	Kepler-band	1.57e+01	2.94e+02	4.79e+01	Kepler-369
6.03e+02	Kepler-band	1.39e+01	2.92e+02	3.87e+01	Kepler-371
6.03e+02	Kepler-band	1.39e+01	2.92e+02	3.87e+01	Kepler-371
1.55e+02	Kepler-band	1.25e+01	2.95e+02	4.64e+01	Kepler-378
1.55e+02	Kepler-band	1.25e+01	2.95e+02	4.64e+01	Kepler-378
7.19e+02	Kepler-band	1.34e+01	2.96e+02	3.89e+01	Kepler-379
6.00e+02	Kepler-band	1.39e+01	2.87e+02	4.23e+01	Kepler-38
3.68e+02	Kepler-band	1.04e+01	2.85e+02	4.38e+01	Kepler-381
4.70e+02	Kepler-band	1.51e+01	2.91e+02	3.84e+01	Kepler-383
5.59e+02	Kepler-band	1.36e+01	2.86e+02	4.48e+01	Kepler-384
5.59e+02	Kepler-band	1.36e+01	2.86e+02	4.48e+01	Kepler-384
3.60e+02	Kepler-band	1.60e+01	2.94e+02	4.51e+01	Kepler-395
9.69e+02	Kepler-band	1.60e+01	2.96e+02	4.24e+01	Kepler-397
1.85e+02	Kepler-band	1.33e+01	2.91e+02	4.03e+01	Kepler-398
6.99e+02	Kepler-band	1.45e+01	3.00e+02	4.07e+01	Kepler-399
7.39e+02	Kepler-band	1.33e+01	2.90e+02	5.09e+01	Kepler-401
6.71e+02	Kepler-band	1.28e+01	2.90e+02	4.67e+01	Kepler-403
1.32e+02	V (Johnson)	9.50e+00	2.83e+02	4.51e+01	Kepler-410 A
8.48e+02	Kepler-band	1.55e+01	2.89e+02	5.12e+01	Kepler-413
8.72e+02	Kepler-band	1.30e+01	2.95e+02	5.12e+01	Kepler-419
8.72e+02	Kepler-band	1.30e+01	2.95e+02	5.12e+01	Kepler-419
3.87e+01	V (Johnson)	1.61e+01	2.92e+02	4.46e+01	Kepler-42
3.87e+01	V (Johnson)	1.61e+01	2.92e+02	4.46e+01	Kepler-42
3.20e+02	Kepler-band	1.34e+01	2.83e+02	4.51e+01	Kepler-421
8.16e+02	Kepler-band	1.38e+01	2.93e+02	4.96e+01	Kepler-430
8.16e+02	Kepler-band	1.38e+01	2.93e+02	4.96e+01	Kepler-430
8.70e+02	V (Johnson)	1.25e+01	2.93e+02	4.83e+01	Kepler-432
6.18e+02	Kepler-band	1.59e+01	3.02e+02	4.44e+01	Kepler-436
4.17e+02	Kepler-band	1.44e+01	2.97e+02	4.40e+01	Kepler-437
1.45e+02	Kepler-band	1.45e+01	2.82e+02	4.20e+01	Kepler-438
6.93e+02	Kepler-band	1.46e+01	2.81e+02	4.40e+01	Kepler-439
2.61e+02	Kepler-band	1.51e+01	2.85e+02	4.15e+01	Kepler-440
2.84e+02	Kepler-band	1.51e+01	2.85e+02	4.90e+01	Kepler-441
3.42e+02	Kepler-band	1.50e+01	2.85e+02	3.93e+01	Kepler-442
7.79e+02	Kepler-band	1.59e+01	2.89e+02	5.00e+01	Kepler-443
3.57e+01	V (Johnson)	8.88e+00	2.90e+02	4.16e+01	Kepler-444
3.57e+01	V (Johnson)	8.88e+00	2.90e+02	4.16e+01	Kepler-444
3.57e+01	V (Johnson)	8.88e+00	2.90e+02	4.16e+01	Kepler-444
3.57e+01	V (Johnson)	8.88e+00	2.90e+02	4.16e+01	Kepler-444
3.57e+01	V (Johnson)	8.88e+00	2.90e+02	4.16e+01	Kepler-444
